StartDate,EndDate,relationship_status,relationship_length,sleeping_alone_frequency,"When you're not sleeping in the same bed as your partner, where do you typically sleep?",,"When you're not sleeping in the same bed, where does your partner typically sleep?",,What are the reasons that you sleep in separate beds? Please select all that apply.,,,,,,,,,,,When was the first time you slept in separate beds?,"To what extent do you agree with the following statement: ""sleeping in separate beds helps us to stay together.""","To what extent do you agree with the following statement: ""we sleep better when we sleep in separate beds.""","To what extent do you agree with the following statement:ë_""our sex life has improved as a result of sleeping in separate beds.""ë_",Which of the following best describes your current occupation?,,Gender,Age,income,Education,Location (Census Region)
7/9/14 19:42,7/9/14 19:58,Married,More than 20 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,,After 20 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Other (please specify),retired,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
7/9/14 19:46,7/9/14 19:47,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Management Occupations,,Male,45-60,"$150,000.00",Graduate degree,South Atlantic
7/9/14 19:45,7/9/14 19:47,Married,1-5 years,Once a month or less,Separate bedroom,,Separate bedroom,,,,,,,,,,One of us needs to sleep with a child,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Sales and Related Occupations,,Female,30-44,"$150,000.00",Graduate degree,West South Central
7/9/14 19:44,7/9/14 19:55,Married,11-15 years,Never,,,,,,,,,,,,,,,,,,,,Computer and Mathematical Occupations,,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
7/9/14 19:44,7/9/14 19:47,Married,6-10 years,Once a year or less,On the couch/chair,,Other (please specify),hotel,,,,,We have different temperature preferences for the room,We've had an argument or fight,Not enough space,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Food Preparation and Serving Related Occupations,,Female,30-44,"$0 - $24,999",Some college or Associate degree,Pacific
7/9/14 19:44,7/9/14 19:45,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),retired,Male,> 60,,Graduate degree,New England
7/9/14 19:44,7/9/14 19:47,Married,11-15 years,A few times per week,"Shared bedroom, different bed",,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,,,,We have different temperature preferences for the room,,,Do not want to share the covers,,,,Within the first 1-5 years of our relationship,Somewhat agree,Neither agree nor disagree,Somewhat agree,Business and Financial Operations Occupations,,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
7/9/14 19:43,7/9/14 19:45,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,,,,,
7/9/14 19:43,7/9/14 19:47,Married,More than 20 years,Once a year or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,We've had an argument or fight,,,,,,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Other (please specify),Semi-retired,Male,> 60,"$100,000 - $149,999",Graduate degree,East North Central
7/9/14 19:44,7/9/14 19:44,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
7/9/14 19:44,7/9/14 19:44,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Support Occupations,,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
7/9/14 19:44,7/9/14 19:44,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Practitioners and Technical Occupations,,,,,,
7/9/14 19:43,7/9/14 19:45,Married,11-15 years,Once a month or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,One of us makes frequent bathroom trips in the night,,,,,,,,,,Within 6-10 years of our relationship,Somewhat disagree,Somewhat agree,Somewhat disagree,"Education, Training, and Library Occupations",,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
7/9/14 19:43,7/9/14 19:44,"Single, but cohabiting with a significant other",6-10 years,Never,,,,,,,,,,,,,,,,,,,,Food Preparation and Serving Related Occupations,,Male,30-44,,Bachelor degree,East North Central
7/9/14 19:43,7/9/14 19:46,Married,6-10 years,A few times per month,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,One of us snores,One of us makes frequent bathroom trips in the night,,,We have different temperature preferences for the room,,Not enough space,Do not want to share the covers,,,Other (please specify),Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Business and Financial Operations Occupations,,Female,45-60,"$50,000 - $99,999",Graduate degree,East South Central
7/9/14 19:43,7/9/14 19:44,Divorced,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
7/9/14 19:43,7/9/14 19:43,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Practitioners and Technical Occupations,,Female,> 60,"$150,000.00",Graduate degree,Mountain
7/9/14 19:39,7/9/14 19:44,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,30-44,,Some college or Associate degree,New England
7/9/14 19:42,7/9/14 19:47,Married,More than 20 years,Once a year or less,Separate bedroom,,Separate bedroom,,,,,,,,,,One of us needs to sleep with a child,,,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Computer and Mathematical Occupations,,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
7/9/14 19:39,7/9/14 19:43,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Pet Care,Female,18-29,,High school degree,South Atlantic
7/9/14 19:42,7/9/14 19:44,Married,16-20 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,,,,We've had an argument or fight,,,,,,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Sales and Related Occupations,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
7/9/14 19:42,7/9/14 19:43,Married,More than 20 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",,,,,,
7/9/14 19:42,7/9/14 19:43,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Homemaker,Female,45-60,,Bachelor degree,New England
7/9/14 19:42,7/9/14 19:57,Married,More than 20 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,,,,,,,,,,Other (please specify),Within 16-20 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Other (please specify),telecomunication,Male,45-60,"$150,000.00",Bachelor degree,Pacific
7/9/14 19:42,7/9/14 19:45,Married,More than 20 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,,,,,,,Night working/very different sleeping times,Other (please specify),Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Other (please specify),retired,Female,> 60,"$100,000 - $149,999",Graduate degree,New England
7/9/14 19:42,7/9/14 19:44,"Single, but cohabiting with a significant other",6-10 years,Once a year or less,On the couch/chair,,On the couch/chair,,,,,,,We've had an argument or fight,,,,,Other (please specify),Within the first 1-5 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Other (please specify),Research,Male,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
7/9/14 19:42,7/9/14 19:43,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,New England
7/9/14 19:42,7/9/14 19:46,Married,6-10 years,Once a month or less,Other (please specify),Livingroom floor or couch,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,We've had an argument or fight,,,,,Other (please specify),Within the first 1-5 years of our relationship,Somewhat disagree,Somewhat disagree,Somewhat disagree,Other (please specify),Agricultural business,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
7/9/14 19:41,7/9/14 19:43,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Female,> 60,,High school degree,East North Central
7/9/14 19:41,7/9/14 19:42,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
7/9/14 19:41,7/9/14 19:43,Married,More than 20 years,Once a year or less,On the couch/chair,,On the couch/chair,,,,One of us is sick,,,,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat agree,Somewhat disagree,"Education, Training, and Library Occupations",,Female,45-60,,Bachelor degree,West North Central
7/9/14 19:41,7/9/14 19:43,Married,6-10 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,Other (please specify),Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Management Occupations,,Female,30-44,"$150,000.00",Graduate degree,East North Central
7/9/14 19:41,7/9/14 19:43,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),retired,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
7/9/14 19:41,7/9/14 19:42,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),retired,Female,> 60,,High school degree,East North Central
7/9/14 19:41,7/9/14 19:43,Married,16-20 years,Once a year or less,On the couch/chair,,Separate bedroom,,,,,,,,,,One of us needs to sleep with a child,,,Within 6-10 years of our relationship,Somewhat disagree,Somewhat disagree,Strongly disagree,Computer and Mathematical Occupations,,Male,45-60,,Bachelor degree,New England
7/9/14 19:40,7/9/14 19:43,In a domestic partnership or civil union,More than 20 years,Once a month or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,,Within 6-10 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Other (please specify),disabled student,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
7/9/14 19:41,7/9/14 19:42,"Single, but cohabiting with a significant other",6-10 years,Never,,,,,,,,,,,,,,,,,,,,Food Preparation and Serving Related Occupations,,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
7/9/14 19:41,7/9/14 19:42,In a domestic partnership or civil union,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Business and Financial Operations Occupations,,Male,30-44,"$100,000 - $149,999",Graduate degree,Mountain
7/9/14 19:40,7/9/14 19:44,Married,11-15 years,A few times per month,Other (please specify),spare room in the basement,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,,,,We have different temperature preferences for the room,,,,,,,Within the first 1-5 years of our relationship,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Other (please specify),maintenance,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
7/9/14 19:40,7/9/14 19:43,Married,More than 20 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,,,,,,,,Other (please specify),After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",,Male,45-60,"$150,000.00",Bachelor degree,West North Central
7/9/14 19:40,7/9/14 19:42,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
7/9/14 19:40,7/9/14 19:41,Married,More than 20 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",,Male,45-60,"$100,000 - $149,999",Graduate degree,West North Central
7/9/14 19:40,7/9/14 19:40,Widowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/14 19:39,7/9/14 19:40,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Male,45-60,"$100,000 - $149,999",Graduate degree,East South Central
7/9/14 19:39,7/9/14 19:41,Married,More than 20 years,Once a month or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,,,,,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Other (please specify),education,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central
7/9/14 19:39,7/9/14 19:39,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",,,,,,
7/9/14 19:38,7/9/14 19:42,Married,More than 20 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,One of us is sick,,,,,,,,,After 20 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Other (please specify),Retired,Male,> 60,"$150,000.00",Graduate degree,East North Central
7/9/14 19:38,7/9/14 19:42,"Single, but cohabiting with a significant other",1-5 years,Once a month or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,,,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Management Occupations,,Male,30-44,"$150,000.00",Graduate degree,West North Central
7/9/14 19:38,7/9/14 19:39,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Construction and Extraction Occupations,,Male,45-60,"$150,000.00",Bachelor degree,Middle Atlantic
7/9/14 19:38,7/9/14 19:40,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Laid off from Computer and Mathematical Occupations,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
7/9/14 19:38,7/9/14 19:39,Married,1-5 years,Once a year or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,One of us is sick,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Management Occupations,,,,,,
7/9/14 19:38,7/9/14 19:39,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Unemployed,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
7/9/14 19:38,7/9/14 19:40,Married,11-15 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,We are no longer physically intimate,,,,,,,,Within the first 1-5 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Office and Administrative Support Occupations,,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
7/9/14 19:37,7/9/14 19:38,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Male,> 60,"$100,000 - $149,999",Graduate degree,West North Central
7/9/14 19:37,7/9/14 19:39,Married,More than 20 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,,,,,,,,,After 20 years of our relationship,Somewhat agree,Strongly agree,Somewhat disagree,Other (please specify),Retired,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central
7/9/14 19:37,7/9/14 19:38,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
7/9/14 19:37,7/9/14 19:38,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Production Occupations,,,,,,
7/9/14 19:37,7/9/14 19:40,Married,More than 20 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Legal Occupations,,Female,45-60,,Some college or Associate degree,West North Central
7/9/14 19:37,7/9/14 19:39,Married,More than 20 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,One of us makes frequent bathroom trips in the night,,We are no longer physically intimate,,,,,,,,Within 16-20 years of our relationship,Strongly disagree,Strongly agree,Neither agree nor disagree,Management Occupations,,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
7/9/14 19:37,7/9/14 19:41,In a domestic partnership or civil union,16-20 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,,We have different temperature preferences for the room,,,,,,,Within 6-10 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Other (please specify),state employment,Female,45-60,"$25,000 - $49,999",High school degree,East North Central
7/9/14 19:37,7/9/14 19:37,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Personal Care and Service Occupations,,,,,,
7/9/14 19:36,7/9/14 19:43,"Single, but cohabiting with a significant other",1-5 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,,,,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Strongly disagree,Neither agree nor disagree,Strongly disagree,Office and Administrative Support Occupations,,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
7/9/14 19:36,7/9/14 19:37,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
7/9/14 19:36,7/9/14 19:38,Married,1-5 years,Once a year or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,One of us is sick,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Management Occupations,,Female,45-60,"$150,000.00",Bachelor degree,Middle Atlantic
7/9/14 19:36,7/9/14 19:37,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
7/9/14 19:36,7/9/14 19:38,Married,More than 20 years,Once a year or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,,,,,,Other (please specify),After 20 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Transportation and Materials Moving Occupations,,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
7/9/14 19:36,7/9/14 19:36,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Personal Care and Service Occupations,,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
7/9/14 19:36,7/9/14 19:37,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),"Pastor, ministry related occupation",Male,> 60,"$150,000.00",Graduate degree,Pacific
7/9/14 19:36,7/9/14 19:37,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Business and Financial Operations Occupations,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,New England
7/9/14 19:36,7/9/14 19:37,Married,16-20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
7/9/14 19:35,7/9/14 19:40,Married,16-20 years,A few times per month,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,,One of us is sick,,,We've had an argument or fight,,,,,Other (please specify),Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sales and Related Occupations,,Male,30-44,"$150,000.00",Some college or Associate degree,Pacific
7/9/14 19:35,7/9/14 19:37,Married,More than 20 years,Once a year or less,On the couch/chair,,On the couch/chair,,One of us snores,,,,,,,,,,,After 20 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Other (please specify),retired,Female,> 60,"$100,000 - $149,999",Bachelor degree,Pacific
7/9/14 19:35,7/9/14 19:37,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Management Occupations,,Male,> 60,"$150,000.00",Graduate degree,Pacific
7/9/14 19:36,7/9/14 19:38,Married,6-10 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly disagree,Strongly disagree,Other (please specify),Research,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central
7/9/14 19:35,7/9/14 19:36,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Support Occupations,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
7/9/14 19:35,7/9/14 19:36,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Computer and Mathematical Occupations,,Male,45-60,,Graduate degree,New England
7/9/14 19:35,7/9/14 19:44,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Student,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West North Central
7/9/14 19:35,7/9/14 19:35,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
7/9/14 19:35,7/9/14 19:35,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,45-60,,Graduate degree,South Atlantic
7/9/14 19:34,7/9/14 19:35,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",,Female,> 60,,Graduate degree,New England
7/9/14 19:34,7/9/14 19:41,Married,More than 20 years,A few times per month,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,,,,,,Other (please specify),Within 16-20 years of our relationship,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,"Education, Training, and Library Occupations",,Male,> 60,"$150,000.00",Graduate degree,Middle Atlantic
7/9/14 19:34,7/9/14 19:35,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Student,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,Pacific
7/9/14 19:34,7/9/14 19:34,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/14 19:34,7/9/14 19:35,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Sales and Related Occupations,,Female,45-60,,Bachelor degree,New England
7/9/14 19:34,7/9/14 19:34,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
7/9/14 19:34,7/9/14 19:35,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Student,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
7/9/14 19:33,7/9/14 19:37,Married,More than 20 years,Every night,"Shared bedroom, different bed",,"Shared bedroom, different bed",,,,,,,,,,,,Other (please specify),Within 6-10 years of our relationship,Somewhat disagree,Strongly agree,Strongly disagree,Other (please specify),Retired,Male,> 60,"$100,000 - $149,999",Graduate degree,East North Central
7/9/14 19:33,7/9/14 19:34,In a domestic partnership or civil union,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),retired,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
7/9/14 19:33,7/9/14 19:34,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Management Occupations,,Male,> 60,"$150,000.00",Graduate degree,South Atlantic
7/9/14 19:33,7/9/14 19:36,Married,More than 20 years,Every night,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,One of us snores,,,,,,,,,,,Within 16-20 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",,Female,45-60,,Graduate degree,South Atlantic
7/9/14 19:33,7/9/14 19:35,Married,More than 20 years,A few times per week,Separate bedroom,,Separate bedroom,,One of us snores,,,,,,,,,,,After 20 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Other (please specify),Retired,Male,> 60,"$100,000 - $149,999",Graduate degree,New England
7/9/14 19:33,7/9/14 19:35,Married,More than 20 years,Once a year or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,One of us snores,,One of us is sick,,,,,,,,,Within 6-10 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Management Occupations,,Male,> 60,,Graduate degree,South Atlantic
7/9/14 19:33,7/9/14 19:34,Married,More than 20 years,Every night,Separate bedroom,,Separate bedroom,,,,,,,,,,,Night working/very different sleeping times,,Within 16-20 years of our relationship,Strongly agree,Somewhat agree,Strongly disagree,Office and Administrative Support Occupations,,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central
7/9/14 19:33,7/9/14 19:33,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),nonprofit,Male,45-60,"$50,000 - $99,999",Graduate degree,East South Central
7/9/14 19:33,7/9/14 19:34,Married,11-15 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,,,,,,,,,Other (please specify),Within 6-10 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Personal Care and Service Occupations,,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
7/9/14 19:33,7/9/14 19:33,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Male,45-60,"$150,000.00",Graduate degree,West North Central
7/9/14 19:33,7/9/14 19:33,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),IT Consultant,,,,,
7/9/14 19:32,7/9/14 19:35,Divorced,1-5 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,One of us snores,,,,,,,,,,,Within the first 1-5 years of our relationship,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Other (please specify),bartender,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
7/9/14 19:32,7/9/14 19:33,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Sales and Related Occupations,,,,,,
7/9/14 19:13,7/9/14 19:35,"Single, but cohabiting with a significant other",1-5 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,,,,,,Not enough space,Do not want to share the covers,,,Other (please specify),Within the first 1-5 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,Office and Administrative Support Occupations,,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
7/9/14 19:32,7/9/14 19:34,Separated,1-5 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,,,,,Not enough space,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Management Occupations,,Female,30-44,"$25,000 - $49,999",Bachelor degree,Pacific
7/9/14 19:32,7/9/14 19:39,Married,11-15 years,A few times per week,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,,,,One of us needs to sleep with a child,,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Sales and Related Occupations,,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
7/9/14 19:32,7/9/14 19:33,"Single, but cohabiting with a significant other",1-5 years,A few times per month,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/14 19:32,7/9/14 19:32,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Sales and Related Occupations,,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
